Entry ID,Deposition Date,Refinement Resolution (Å),Unnamed: 3
3SE4,2011-06-10,3.5001,
3SQO,2011-07-05,2.7,
3TBS,2011-08-08,2.49,
3TBT,2011-08-08,2.3,
3TBV,2011-08-08,2.1,
3TBW,2011-08-08,2.15,
3TBY,2011-08-08,2.5,
3UX9,2011-12-04,2.8,
3VW3,2012-07-30,2.5,
3WFB,2013-07-18,2.7,
3WFC,2013-07-18,2.5,
3WFD,2013-07-18,2.3,
3WFE,2013-07-18,2.49,
3WLW,2013-11-15,3.088,
3WSQ,2014-03-20,3.5,
3X3F,2015-01-20,2.1,
3ZKM,2013-01-23,1.85,
3ZKN,2013-01-23,2.0,
3ZKQ,2013-01-24,1.51,
3ZKS,2013-01-24,2.11,
3ZLQ,2013-02-04,2.1,
3ZO0,2013-02-19,1.99,
4ADF,2011-12-23,4.4,
4ADQ,2012-01-02,4.5,
4AEI,2012-01-10,2.3,
4AG4,2012-01-24,2.8,
4AZ8,2012-06-24,2.65,
4BEL,2013-03-11,1.85,
4BFB,2013-03-18,2.21,
4C0U,2013-08-08,10.0,
4C0Y,2013-08-08,16.0,
4C10,2013-08-08,13.0,
4C56,2013-09-10,2.9,
4CKD,2014-01-03,13.0,
4CMH,2014-01-15,1.53,
4D9Q,2012-01-11,2.28,
4D9R,2012-01-11,2.42,
4DKE,2012-02-03,3.0,
4DKF,2012-02-03,2.61,
4DW2,2012-02-24,2.97,
4E5X,2012-03-14,1.95,
4EEF,2012-03-28,2.704,
4EIG,2012-04-05,2.5,
4EIZ,2012-04-06,2.2,
4EJ1,2012-04-06,1.75,
4F00,2012-05-03,1.95,
4FQB,2012-06-25,2.69,
4GRG,2012-08-24,4.24,
4I0C,2012-11-16,1.95,
4I13,2012-11-19,1.6,
4I1N,2012-11-21,1.888,
4I77,2012-11-30,1.9,
4JN2,2013-03-14,1.71,
4K3H,2013-04-10,2.45,
4KRL,2013-05-16,2.849,
4KRM,2013-05-16,2.655,
4KRO,2013-05-16,3.054,
4KRP,2013-05-16,2.823,
4KUC,2013-05-21,2.787,
4KZD,2013-05-29,2.186,
4KZE,2013-05-29,2.404,
4LEO,2013-06-26,2.64,
4LGP,2013-06-28,2.4,
4LGR,2013-06-28,1.65,
4LGS,2013-06-28,2.7,
4LHJ,2013-07-01,1.8,
4LHQ,2013-07-01,2.3,
4LXR,2013-07-30,2.2,
4LXS,2013-07-30,3.3,
4M3K,2013-08-06,1.48,
4MJ5,2013-09-03,2.401,
4MJ6,2013-09-03,2.57,
4MXV,2013-09-26,3.2,
4MXW,2013-09-26,3.6,
4N1C,2013-10-03,1.7,
4N1E,2013-10-04,2.23,
4N1H,2013-10-04,3.0,
4N90,2013-10-18,3.3,
4NIK,2013-11-06,2.5,
4NKD,2013-11-12,3.303,
4NKM,2013-11-12,3.71,
4NKO,2013-11-12,3.496,
4NNX,2013-11-19,2.104,
4NNY,2013-11-19,1.9,
4NO0,2013-11-19,2.7,
4NO2,2013-11-19,2.0,
4NO3,2013-11-19,1.703,
4NO5,2013-11-19,2.101,
4NSK,2013-11-28,2.6,
4OD2,2014-01-09,3.2,
4PG9,2014-05-01,2.4,
4PGB,2014-05-01,2.8,
4PGC,2014-05-01,2.3,
4PGD,2014-05-01,2.7,
4PGE,2014-05-01,2.0,
4PGJ,2014-05-02,2.6,
4POU,2014-02-26,1.75,
4Q9R,2014-05-01,3.12,
4QNP,2014-06-18,2.8,
4QWW,2014-07-17,2.7,
4R9Y,2014-09-08,4.11,
4RAV,2014-09-11,2.5,
4RGM,2014-09-30,2.689,
4RGN,2014-09-30,2.698,
4RGO,2014-09-30,1.8,
4TSA,2014-06-18,2.27,
4TSB,2014-06-18,1.95,
4TSC,2014-06-18,1.92,
4V1D,2014-09-25,3.1,
4WV1,2014-11-04,2.362,
4XWG,2015-01-28,2.65,
4XX1,2015-01-29,3.6,
4YFD,2015-02-25,3.253,
4YH7,2015-02-27,4.4,
4YQX,2015-03-13,2.826,
4YUE,2015-03-18,2.194,
4Z5R,2015-04-02,3.0,
4Z8F,2015-04-08,1.75,
4Z95,2015-04-09,1.79,
4Z9K,2015-04-10,1.5,
4ZBN,2015-04-15,2.447,
5AUM,2015-04-30,2.05,
5BJT,2016-10-23,3.2,
5BOZ,2015-05-27,3.1,
5BV7,2015-06-04,2.45,
5E08,2015-09-28,2.38,
5E1H,2015-09-29,2.032,
5E8E,2015-10-14,1.9,
5EPM,2015-11-11,1.75,
5F1K,2015-11-30,2.3,
5F1O,2015-11-30,2.2,
5F21,2015-12-01,1.9,
5GKR,2016-07-05,2.1,
5GMF,2016-07-14,2.5,
5GMG,2016-07-14,2.6,
5H30,2016-10-19,4.4,
5H32,2016-10-20,12.0,
5H37,2016-10-20,4.0,
5H9E,2015-12-28,3.21,
5H9F,2015-12-28,2.45,
5HHV,2016-01-11,2.2,
5HHX,2016-01-11,3.0,
5HI3,2016-01-11,2.15,
5HI4,2016-01-11,1.8,
5HI5,2016-01-11,1.8,
5IRO,2016-03-14,2.64,
5J1A,2016-03-29,1.86,
5J56,2016-04-01,1.8,
5J57,2016-04-01,1.7,
5KTZ,2016-07-12,4.3,
5KU0,2016-07-12,5.3,
5KU2,2016-07-12,5.3,
5KWL,2016-07-18,4.8,
5L0Q,2016-07-28,2.759,
5SX4,2016-08-09,2.8,
5SX5,2016-08-09,2.5,
5TW2,2016-11-11,1.75,
5TW5,2016-11-11,1.85,
5U4L,2016-12-05,2.5,
5U4M,2016-12-05,2.5,
5U66,2016-12-07,1.7,
5U8R,2016-12-14,3.00001618041,
5UBM,2016-12-20,2.5,
5UC6,2016-12-21,2.1,
5UHY,2017-01-12,6.2,
5UJ2,2017-01-16,2.9,
5UMI,2017-01-27,3.23,
5UOE,2017-01-31,3.8,
5UTZ,2017-02-15,2.747,
5UZ9,2017-02-25,3.4,
5VB9,2017-03-28,1.7,
5VJO,2017-04-19,2.43,
5VJQ,2017-04-19,1.9,
5VPG,2017-05-05,1.95,
5VPH,2017-05-05,2.5,
5VPL,2017-05-05,1.9,
5VQM,2017-05-09,2.79,
5VZL,2017-05-29,3.9,
5W3E,2017-06-07,2.53,
5W3L,2017-06-08,2.71,
5W3M,2017-06-08,2.26,
5W5X,2017-06-16,2.502,
5XLO,2017-05-11,3.8,
5XLP,2017-05-11,4.2,
5XZB,2017-07-12,2.13,
5XZE,2017-07-12,2.177,
5XZG,2017-07-12,1.828,
5Y0A,2017-07-15,22.0,
5Y32,2017-07-27,2.701,
5Y7Z,2017-08-18,2.804,
5Y80,2017-08-18,2.5,
6AD0,2018-07-28,3.9,
6ARU,2017-08-23,3.2,
6B14,2017-09-16,1.64,
6B3K,2017-09-22,2.09,
6B3S,2017-09-23,2.8,
6B45,2017-09-25,3.5,
6B47,2017-09-25,3.2,
6B48,2017-09-25,3.6,
6B7Z,2017-10-05,6.5,
6BF7,2017-10-26,6.5,
6BF9,2017-10-26,7.2,
6BGT,2017-10-29,2.7,
6BSP,2017-12-04,4.7,
6C9U,2018-01-28,2.09,
6DB8,2018-05-02,1.86541345549,
6DB9,2018-05-02,2.025,
6DN5,2018-06-06,2.4,
6DN6,2018-06-06,1.59,
6DN7,2018-06-06,1.4,
6DN8,2018-06-06,1.75,
6DXG,2018-06-28,1.905,
6DXL,2018-06-29,2.45,
6IV6,2018-12-02,3.6,
6J6Y,2019-01-16,2.15,
6JB2,2019-01-25,1.5,
6JB5,2019-01-25,1.55,
6JB8,2019-01-25,1.65,
6JSZ,2019-04-08,1.53,
6L62,2019-10-25,7.2,
6LXI,2020-02-11,2.5,
6LXJ,2020-02-11,2.903,
6LXK,2020-02-11,3.608,
6MID,2018-09-19,4.0,
6MJQ,2018-09-21,3.0,
6MTJ,2018-10-19,2.336,
6MTN,2018-10-20,2.5,
6MU6,2018-10-22,2.551,
6MU7,2018-10-22,2.501,
6MU8,2018-10-22,2.993,
6MUF,2018-10-23,2.91,
6MUG,2018-10-23,2.954,
6MUI,2018-10-23,7.7,
6MW9,2018-10-29,7.3,
6MWC,2018-10-29,7.5,
6MWN,2018-10-29,2.838,
6MWV,2018-10-30,7.3,
6MWX,2018-10-30,8.2,
6MXE,2018-10-30,2.47,
6NE0,2018-12-15,3.4,
6NIG,2018-12-27,2.35,
6NM7,2019-01-10,2.426,
6NM8,2019-01-10,2.792,
6O1F,2019-02-19,2.15,
6O6V,2019-03-07,2.35,
6O6X,2019-03-07,2.11,
6O71,2019-03-07,2.55,
6O75,2019-03-07,2.6,
6O78,2019-03-07,2.8,
6O7B,2019-03-07,2.4,
6O7E,2019-03-07,3.2,
6O7I,2019-03-07,3.2,
6OGE,2019-04-02,4.36,
6OV0,2019-05-06,2.8,
6OY4,2019-05-14,2.45,
6P4A,2019-05-27,2.2,
6P4B,2019-05-27,1.9,
6Q0B,2019-08-01,3.4,
6U36,2019-08-21,2.7,
6U38,2019-08-21,2.73,
6U8D,2019-09-04,1.807,
6U8K,2019-09-05,2.75,
6VMJ,2020-01-28,2.95,
6VMK,2020-01-28,3.01,
6VVU,2020-02-18,3.0,
6W09,2020-02-29,5.3,
6W1C,2020-03-04,5.3,
6W1X,2020-03-04,3.9,
6W7S,2020-03-19,2.25,
6WDS,2020-04-01,2.9,
6WDT,2020-04-01,3.1,
6WH9,2020-04-07,2.75,
6WIO,2020-04-10,2.17,
6WIR,2020-04-10,2.96,
6WJL,2020-04-14,3.3,
6WVZ,2020-05-07,3.1,
6X5M,2020-05-26,2.5,
6X5N,2020-05-26,3.3,
6XJD,2020-06-23,6.8,
6XJQ,2020-06-24,1.708,
6XJW,2020-06-24,1.918,
6XJY,2020-06-24,2.156,
6XJZ,2020-06-24,2.488,
6XM2,2020-06-29,1.91,
6XOB,2020-07-06,8.5,
7C80,2020-05-28,3.7,
7C81,2020-05-28,3.1,
7CQC,2020-08-10,2.5,
7CQD,2020-08-10,3.2,
7CR6,2020-08-12,3.72,
7CR8,2020-08-12,3.7,
7CVY,2020-08-27,5.2,
7CVZ,2020-08-27,4.7,
7CW0,2020-08-27,5.9,
7CW2,2020-08-27,4.5,
7CW3,2020-08-27,9.4,
7D5B,2020-09-25,1.31,
7D5U,2020-09-28,2.04,
7DMQ,2020-12-05,3.06,
7DQ7,2020-12-22,3.2,
7DWT,2021-01-18,19.0,
7DWU,2021-01-18,19.0,
7E3M,2021-02-09,2.8,
7ECV,2021-03-13,3.43,
7ELM,2021-04-12,2.88,
7FCZ,2021-07-15,2.21,
7FD0,2021-07-15,2.0,
7JHG,2020-07-20,3.47,
7JHH,2020-07-20,3.92,
7JHY,2020-07-21,3.9,
7JKQ,2020-07-28,3.3,
7JN7,2020-08-04,3.3,
7JR7,2020-08-11,3.3,
7JTN,2020-08-18,3.1,
7JTQ,2020-08-18,3.5,
7KCR,2020-10-07,4.0,
7KPB,2020-11-10,3.0,
7LA8,2021-01-06,1.8965,
7LEX,2021-01-15,3.6,
7LEY,2021-01-15,3.05,
7LEZ,2021-01-15,4.15,
7LF0,2021-01-15,3.68,
7LF1,2021-01-15,4.04,
7LF2,2021-01-15,3.72,
7LKB,2021-02-02,1.8,
7LKG,2021-02-02,2.02,
7M3L,2021-03-18,3.2,
7M3N,2021-03-18,2.4,
7MDP,2021-04-05,1.96,
7MHY,2021-04-16,2.7,
7MHZ,2021-04-16,3.2,
7MK1,2021-04-21,1.9,
7MLH,2021-04-28,2.1,
7MLX,2021-04-29,2.09,
7MNL,2021-05-01,3.95,
7MNO,2021-05-01,6.73,
7N0A,2021-05-25,3.1,
7RAH,2021-07-01,2.6,
7RP2,2021-08-03,2.2,
7RP3,2021-08-03,2.0,
7RT9,2021-08-12,1.9,
7RTA,2021-08-12,2.6,
7SBD,2021-09-24,3.04,
7SBG,2021-09-24,3.34,
7SFV,2021-10-04,4.0,
7SFW,2021-10-04,3.2,
7SGM,2021-10-06,2.0,
7SJN,2021-10-18,3.4,
7SJO,2021-10-18,3.3,
7SO5,2021-10-29,1.797,
7SO7,2021-10-29,3.59,
7SZU,2021-11-29,2.24,
7T9U,2021-12-20,2.46,
7T9V,2021-12-20,2.68,
7TGF,2022-01-07,1.347,
7TGI,2022-01-07,2.104,
7TH2,2022-01-10,1.838,
7TH3,2022-01-10,2.292,
7TLY,2022-01-19,3.0,
7TLZ,2022-01-19,3.3,
7TNX,2022-01-22,3.54,
7TNY,2022-01-22,3.2,
7TNZ,2022-01-22,3.54,
7TO0,2022-01-22,3.5,
7TO1,2022-01-22,3.66,
7TO2,2022-01-22,3.2,
7TQS,2022-01-26,3.9,
7TQT,2022-01-27,4.1,
7TQU,2022-01-27,3.8,
7U0Y,2022-02-19,2.66,
7U5B,2022-03-02,2.371,
7UBZ,2022-03-15,1.75,
7UTP,2022-04-27,3.8,
7UTR,2022-04-27,3.7,
7UTS,2022-04-27,3.6,
7UTU,2022-04-27,3.0,
7UTV,2022-04-27,3.0,
7V0N,2022-05-10,5.9,
7V0O,2022-05-10,6.6,
7V0P,2022-05-10,5.2,
7V3G,2021-08-10,3.3,
7V3H,2021-08-10,3.6,
7V3I,2021-08-10,4.4,
7V3J,2021-08-10,4.9,
7V5N,2021-08-17,1.7,
7W71,2021-12-02,3.2,
7WM4,2022-01-14,3.2,
7WV3,2022-02-09,2.26,
7WV4,2022-02-09,3.35,
7WV5,2022-02-09,3.1,
7WVE,2022-02-10,3.11,
7WVF,2022-02-10,3.91,
7WVJ,2022-02-10,3.26,
7XSO,2022-05-15,3.01,
7XSP,2022-05-15,2.89,
7XSQ,2022-05-15,2.88,
7XSR,2022-05-15,2.97,
7XSS,2022-05-15,3.2,
7XT4,2022-05-16,3.08,
7Y8T,2022-06-24,2.9,
7Y8Y,2022-06-24,3.0,
7YRU,2022-08-10,2.6,
8B7W,2022-10-03,2.85,
8CXG,2022-05-21,3.2,
8CXH,2022-05-21,3.2,
8CXI,2022-05-21,3.4,
8D29,2022-05-28,1.81,
8D3A,2022-06-01,2.9,
8D7E,2022-06-07,2.93,
8DB4,2022-06-14,2.3,
8DCM,2022-06-16,2.5,
8DCN,2022-06-16,2.6,
8DED,2022-06-20,4.1,
8DEF,2022-06-20,4.2,
8DJK,2022-06-30,3.33,
8DJM,2022-07-01,3.23,
8DK7,2022-07-04,2.46,
8DP0,2022-07-14,2.96,
8DP3,2022-07-14,1.91,
8E1M,2022-08-10,2.9,
8E8L,2022-08-25,3.13,
8E8R,2022-08-25,2.66,
8E8S,2022-08-25,2.73,
8E8X,2022-08-26,2.91,
8E8Y,2022-08-26,2.5,
8E8Z,2022-08-26,3.15,
8EJ4,2022-09-16,3.4,
8EZ3,2022-10-31,2.5,
8EZ7,2022-10-31,2.6,
8EZ8,2022-10-31,2.78,
8FE3,2022-12-05,10.2,
8FE4,2022-12-05,9.8,
8FFJ,2022-12-08,7.5,
8FGX,2022-12-13,2.62,
8G23,2023-02-03,2.71,
8GDG,2023-03-05,,
8GDH,2023-03-05,,
8GIM,2023-03-14,2.63,
8GIN,2023-03-14,2.75,
8GIP,2023-03-14,2.7,
8GQV,2022-08-31,2.4,
8GQW,2022-08-31,2.48,
8GSC,2022-09-06,3.4,
8GSD,2022-09-06,3.1,
8GSF,2022-09-06,3.6,
8IPC,2023-03-14,2.2,
8J6K,2023-04-26,3.12,
8JN2,2023-06-06,4.1,
8JN3,2023-06-06,5.4,
8JN4,2023-06-06,3.5,
8JN5,2023-06-06,3.6,
8JN6,2023-06-06,9.8,
8JN7,2023-06-06,11.0,
8K33,2023-07-14,2.13,
8K3A,2023-07-14,2.74,
8K3L,2023-07-16,2.3,
8SE5,2023-04-08,1.43,
8SE6,2023-04-08,1.36,
8SH5,2023-04-13,2.75,
8SML,2023-04-26,3.3,
8SMM,2023-04-26,3.2,
8SMN,2023-04-26,3.2,
8SMP,2023-04-26,3.4,
8SQH,2023-05-04,3.69,
8STH,2023-05-10,1.97,
8STI,2023-05-10,1.72,
8SV1,2023-05-15,3.5,
8SXP,2023-05-23,2.9,
8T29,2023-06-05,3.13,
8T2A,2023-06-05,3.17,
8T2B,2023-06-05,3.18,
8T2O,2023-06-06,3.29,
8T66,2023-06-15,1.85,
8TFH,2023-07-11,3.29,
8U0J,2023-08-29,3.1,
8U0U,2023-08-29,3.04,
8U0W,2023-08-29,2.99,
8U3K,2023-09-07,2.5,
8UKV,2023-10-15,2.94,
8V52,2023-11-30,2.5,
8VGH,2023-12-27,2.9,
8VGI,2023-12-27,2.7,
8VGJ,2023-12-27,2.5,
8VGK,2023-12-27,2.4,
8VGP,2023-12-27,2.7,
8VGQ,2023-12-27,2.8,
8VK1,2024-01-08,3.05,
8VM8,2024-01-13,1.54,
8VM9,2024-01-13,2.2,
8VMA,2024-01-13,2.54,
8VMB,2024-01-13,2.97,
8VRS,2024-01-22,2.47,
8VUH,2024-01-29,4.42,
8VXA,2024-02-03,2.79,
8VXC,2024-02-04,2.93,
8W2S,2024-02-21,3.4,
8WE4,2023-09-17,2.91,
8WEO,2023-09-18,1.5,
8Y0Q,2024-01-23,2.44,
8Y0R,2024-01-23,2.52,
8YE6,2024-02-22,2.95,
8YE9,2024-02-22,3.43,
8YVJ,2024-03-28,1.65,
8YVO,2024-03-28,2.1,
8ZM3,2024-05-22,3.1,
8ZOL,2024-05-28,2.55,
9BF5,2024-04-16,3.07,
9BGK,2024-04-19,3.28,
9C6Q,2024-06-08,3.18,
9JUB,2024-10-07,3.1,
1A3R,1998-01-23,2.1,
1AFV,1997-03-14,3.7,
1CDC,1995-05-23,2.0,
1D5M,1999-10-07,2.0,
1D5X,1999-10-12,2.45,
1D5Z,1999-10-12,2.0,
1D6E,1999-10-13,2.45,
1EO8,2000-03-22,2.8,
1F58,1998-10-21,2.0,
1FCG,1999-04-07,2.0,
1FFN,2000-07-25,2.7,
1FFO,2000-07-25,2.65,
1FFP,2000-07-25,2.6,
1FRG,1994-01-17,2.8,
1G1Q,2000-10-13,2.4,
1G1R,2000-10-13,3.4,
1G1S,2000-10-13,1.9,
1G1T,2000-10-13,1.5,
1G9M,2000-11-24,2.2,
1G9N,2000-11-25,2.9,
1H9V,2001-03-21,3.0,
1IM3,2001-05-09,2.2,
1IQD,2001-07-21,2.0,
1J5O,2002-05-24,3.5,
1JH5,2001-06-27,3.0,
1JMM,2001-07-19,2.4,
1KEN,2001-11-16,3.5,
1KG0,2001-11-25,2.65,
1N5Y,2002-11-07,3.1,
1N6Q,2002-11-11,3.0,
1O77,2002-10-24,3.2,
1PQZ,2003-06-19,2.1,
1QFU,1999-04-14,2.8,
1R0A,2003-09-19,2.8,
1RZJ,2003-12-24,2.2,
1RZK,2003-12-24,2.9,
1TJG,2004-06-04,2.0,
1TJH,2004-06-04,2.1,
1TJI,2004-06-04,2.2,
1TQB,2004-06-17,2.55,
1TQC,2004-06-17,2.8,
1TWQ,2004-07-01,2.3,
1UJ3,2003-07-25,2.1,
1XIW,2004-09-22,1.9,
1XU6,2004-10-25,,
1YJD,2005-01-14,2.7,
1YYL,2005-02-25,2.75,
1YYM,2005-02-25,2.2,
1Z3G,2005-03-12,3.3,
1Z6I,2005-03-22,2.5,
1ZA3,2005-04-05,3.35,
1ZHN,2005-04-26,2.8,
1ZTX,2005-05-27,2.5,
1ZWI,2005-06-03,2.5,
1ZXG,2005-06-08,,
1ZXH,2005-06-08,,
2ADF,2005-07-20,1.9,
2ATK,2005-08-25,2.5,
2AXF,2005-09-05,1.8,
2AXG,2005-09-05,2.0,
2B4C,2005-09-23,3.3,
2B9L,2005-10-12,2.0,
2BOB,2005-04-09,2.76,
2BOC,2005-04-09,3.01,
2D31,2005-09-23,3.2,
2D8I,2005-12-06,,
2DD8,2006-01-24,2.3,
2E8D,2007-01-19,,
2ESG,2005-10-26,,
2FSE,2006-01-22,3.1,
2FWO,2006-02-02,2.6,
2GI9,2006-03-28,1.14,
2I5Y,2006-08-26,2.2,
2I60,2006-08-26,2.4,
2I9L,2006-09-05,3.1,
2IKQ,2006-10-02,2.609,
2JK5,2008-08-15,2.4,
2JWG,2007-10-12,,
2JWH,2007-10-12,,
2K4F,2008-06-07,,
2KLU,2009-07-08,,
2KXA,2010-04-29,,
2LK9,2011-10-07,,
2NXY,2006-11-20,2.0,
2NXZ,2006-11-20,2.04,
2NY0,2006-11-20,2.2,
2NY1,2006-11-20,1.99,
2NY2,2006-11-20,2.0,
2NY3,2006-11-20,2.0,
2NY4,2006-11-20,2.0,
2NY5,2006-11-20,2.5,
2NY6,2006-11-20,2.8,
2NY7,2006-11-20,2.3,
2O39,2006-12-01,2.85,
2OAY,2006-12-18,2.35,
2PLP,2007-04-20,,
2QAD,2007-06-14,3.3,
2QHR,2007-07-02,2.0,
2QKI,2007-07-11,2.4,
2QQH,2007-07-26,2.5,
2R29,2007-08-24,3.0,
2R69,2007-09-05,3.8,
2UZI,2007-04-27,2.0,
2VC2,2007-09-18,3.1,
2VDK,2007-10-10,2.8,
2VDL,2007-10-10,2.75,
2VDM,2007-10-10,2.9,
2VDN,2007-10-10,2.9,
2VDO,2007-10-10,2.51,
2VDP,2007-10-10,2.8,
2VDQ,2007-10-10,2.59,
2VDR,2007-10-10,2.4,
2W0F,2008-08-14,2.4,
2WY3,2009-11-11,1.8,
2XQY,2010-09-08,2.05,
2XT1,2010-10-03,1.32,
2XV6,2010-10-22,1.89,
2XWT,2010-11-05,1.9,
2Y6S,2011-01-25,2.8,
2YPL,2012-10-30,2.4,
2Z22,2007-05-17,2.0,
2ZJS,2008-03-08,3.2,
3BGF,2007-11-26,3.0,
3BN3,2007-12-13,2.099,
3BSZ,2007-12-27,3.38,
3CFI,2008-03-03,2.58,
3CSY,2008-04-10,3.4,
3EJY,2008-09-18,3.2,
3EJZ,2008-09-18,2.9,
3EOA,2008-09-26,2.8,
3EOB,2008-09-26,3.6,
3FF7,2008-12-02,1.8,
3FF8,2008-12-02,2.0,
3FKU,2008-12-17,3.2,
3G9A,2009-02-13,1.614,
3GBM,2009-02-20,2.7,
3GBN,2009-02-20,2.2,
3GKW,2009-03-11,2.5,
3H0T,2009-04-10,1.89,
3HI1,2009-05-18,2.9,
3HI6,2009-05-19,2.3,
3HPL,2009-06-04,3.2,
3I50,2009-07-03,3.0,
3INB,2009-08-12,3.1,
3J5M,2013-10-26,5.8,
3J70,2014-04-22,20.0,
3JCB,2015-11-25,,
3JCC,2015-11-25,,
3K1K,2009-09-28,2.15,
3LZF,2010-03-01,2.8,
3LZG,2010-03-01,2.6,
3MOP,2010-04-23,3.4,
3NGB,2010-06-11,2.68,
3O41,2010-07-26,1.95,
3O45,2010-07-26,2.872,
3O8E,2010-08-03,2.84,
3OGO,2010-08-17,2.8,
3OR6,2010-09-06,2.7,
3OR7,2010-09-06,2.3,
3P9W,2010-10-18,2.41,
3PNW,2010-11-19,2.05,
3Q3G,2010-12-21,2.7,
3QA3,2011-01-10,3.0,
3QA8,2011-01-10,3.6,
3QT2,2011-02-22,2.55,
3RHW,2011-04-12,3.26,
3RI5,2011-04-12,3.4,
3RIA,2011-04-13,3.8,
3RIF,2011-04-13,3.345,
3RJQ,2011-04-15,2.601,
3RKD,2011-04-18,1.9,
3RZF,2011-05-11,4.0,
3S88,2011-05-27,3.351,
3SDY,2011-06-09,2.85,
3SE8,2011-06-10,1.895,
3SE9,2011-06-10,2.0,
3SOB,2011-06-30,1.9,
3TYG,2011-09-25,3.25,
3U7Y,2011-10-14,2.4478,
3UAJ,2011-10-21,3.232,
3UBE,2011-10-24,2.15,
3UBJ,2011-10-24,2.25,
3UBN,2011-10-24,2.5079,
3UBQ,2011-10-24,2.0,
3UC0,2011-10-25,2.71,
3VE0,2012-01-06,3.353,
3VI3,2011-09-21,2.9,
3VI4,2011-09-21,2.9,
3VRL,2012-04-12,3.2,
3W9E,2013-04-03,2.3,
3WE1,2013-06-27,2.278,
3WHE,2013-08-25,4.0,
3ZDX,2012-12-03,2.45,
3ZTJ,2011-07-08,3.41,
3ZTN,2011-07-12,3.001,
4BZ1,2013-07-23,2.15,
4CC8,2013-10-18,6.0,
4DAG,2012-01-12,3.3904,
4DGV,2012-01-26,1.805,
4DGY,2012-01-27,1.798,
4DVR,2012-02-23,2.5,
4EMZ,2012-04-12,2.9,
4EN2,2012-04-12,2.58,
4ETQ,2012-04-24,2.1,
4F2M,2012-05-08,3.0,
4FFV,2012-06-01,2.4,
4FFW,2012-06-01,2.9,
4FFY,2012-06-01,2.5,
4FFZ,2012-06-01,3.8,
4FP8,2012-06-21,2.947,
4FQI,2012-06-25,1.71,
4FQJ,2012-06-25,2.5,
4FQK,2012-06-25,5.65,
4FQR,2012-06-25,4.1,
4FQV,2012-06-25,5.75,
4FQY,2012-06-25,5.253,
4GFT,2012-08-03,1.6,
4GMS,2012-08-16,2.95,
4GXU,2012-09-04,3.294,
4H8W,2012-09-24,1.85,
4HF5,2012-10-04,3.004,
4HFU,2012-10-05,3.106,
4HG4,2012-10-06,3.2,
4HIX,2012-10-12,2.204,
4HKJ,2012-10-15,3.0,
4HKX,2012-10-15,2.5,
4HLZ,2012-10-17,2.9,
4HPO,2012-10-24,1.694,
4HPY,2012-10-24,1.5,
4HSA,2012-10-29,3.15,
4I3R,2012-11-26,3.0,
4I3S,2012-11-26,2.85,
4J6R,2013-02-11,1.64,
4JAN,2013-02-18,3.15,
4JB9,2013-02-19,2.6,
4JDT,2013-02-25,3.26,
4JKP,2013-03-11,2.82,
4JM2,2013-03-13,3.1,
4JO1,2013-03-16,2.033,
4JO2,2013-03-16,2.5,
4JO3,2013-03-16,2.6,
4JO8,2013-03-18,3.2,
4JPK,2013-03-19,2.4,
4JPV,2013-03-19,2.827,
4JPW,2013-03-19,2.904,
4JR9,2013-03-21,2.6,
4JRE,2013-03-21,2.8,
4JZJ,2013-04-03,2.801,
4JZN,2013-04-03,2.05,
4JZO,2013-04-03,2.22,
4L4T,2013-06-09,2.0,
4L4V,2013-06-09,1.9,
4L5F,2013-06-11,2.45,
4LCW,2013-06-24,2.4,
4LMQ,2013-07-10,2.773,
4LSP,2013-07-23,2.15,
4LSQ,2013-07-23,2.25,
4LSR,2013-07-23,2.28,
4LSS,2013-07-23,2.59,
4LST,2013-07-23,2.55,
4LSU,2013-07-23,2.3,
4LSV,2013-07-23,3.0,
4LVN,2013-07-26,2.25,
4LVO,2013-07-26,2.26,
4M5Z,2013-08-08,2.25,
4M7L,2013-08-12,3.4,
4MHH,2013-08-29,3.564,
4MHJ,2013-08-29,6.98,
4NCO,2013-10-24,4.7,
4NM8,2013-11-14,4.0041,
4NNP,2013-11-18,2.69,
4NQV,2013-11-25,2.39,
4NQX,2013-11-26,2.0,
4NZR,2013-12-12,1.65,
4NZT,2013-12-12,2.497,
4O58,2013-12-19,2.7501,
4O5I,2013-12-19,6.501,
4OII,2014-01-19,3.0,
4OLU,2014-01-25,2.202,
4OLV,2014-01-25,2.5,
4OLW,2014-01-25,2.709,
4OLX,2014-01-25,2.2,
4OLY,2014-01-25,2.351,
4OLZ,2014-01-25,2.1,
4OM0,2014-01-25,2.289,
4OM1,2014-01-25,2.131,
4OQT,2014-02-10,3.23,
4ORZ,2014-02-12,2.0,
4OT1,2014-02-13,2.11,
4P59,2014-03-15,3.4,
4P9H,2014-04-04,3.0,
4PDC,2014-04-17,1.991,
4PLK,2014-05-18,4.0,
4PY8,2014-03-26,2.91,
4Q0X,2014-04-02,2.9,
4QKX,2014-06-10,3.3,
4QYZ,2014-07-26,3.0303,
4RFN,2014-09-26,3.21,
4RWY,2014-12-08,2.128,
4RX4,2014-12-08,3.45,
4S1Q,2015-01-14,2.4,
4TNV,2014-06-05,3.6,
4TNW,2014-06-05,3.2,
4TVP,2014-06-27,3.1,
4UBD,2014-08-12,3.5,
4UF7,2015-03-13,1.7,
4UTB,2014-07-18,3.85,
4UUJ,2014-07-29,2.4,
4WEB,2014-09-09,2.4,
