Entry ID,Deposition Date,Refinement Resolution (Å),Unnamed: 3
6WA0,2020-03-24,3.484,
6WAO,2020-03-25,1.76,
6WCS,2020-03-31,1.87,
6WF4,2020-04-03,1.97,
6WN3,2020-04-22,1.86,
6WNB,2020-04-22,2.1,
6WNC,2020-04-22,2.2,
6WND,2020-04-22,2.18,
6WQ1,2020-04-28,2.295,
6WTD,2020-05-02,4.2,
6X1I,2020-05-18,4.32,
6XI9,2020-06-19,2.14,
6XIG,2020-06-19,1.59,
6XO2,2020-07-06,1.6,
6XP8,2020-07-08,1.65,
6XRC,2020-07-11,2.45,
6Y3A,2020-02-17,1.49,
6Y6G,2020-02-26,1.81,
6Y6I,2020-02-26,1.92,
6YB8,2020-03-16,2.36,
6YB9,2020-03-16,2.406,
6YJE,2020-04-03,1.62,
6YJF,2020-04-03,1.85,
6YND,2020-04-13,1.525,
6YNE,2020-04-13,1.853,
6YNF,2020-04-13,2.394,
6YNH,2020-04-13,2.621,
6YQQ,2020-04-18,2.5,
6YRU,2020-04-20,1.78,
6YRV,2020-04-20,1.94,
6YRX,2020-04-20,1.87,
6YRZ,2020-04-20,1.824,
6YS1,2020-04-20,1.64,
6YS2,2020-04-20,1.97,
6YSB,2020-04-21,1.2,
6YTZ,2020-04-25,1.4,
6YUX,2020-04-27,1.36,
6YV5,2020-04-27,1.1,
6YV6,2020-04-27,1.36,
6Z1K,2020-05-13,1.48,
6Z1L,2020-05-13,2.29,
6Z2F,2020-05-15,1.7,
7ABA,2020-09-07,1.85002316788,
7ABB,2020-09-07,1.50004339457,
7AHR,2020-09-25,2.21,
7AN5,2020-10-11,1.91,
7AN6,2020-10-11,1.91,
7AN7,2020-10-11,1.81,
7AN8,2020-10-11,2.01,
7AN9,2020-10-11,2.11,
7B53,2020-12-03,1.75,
7B60,2020-12-07,1.91,
7B61,2020-12-07,1.65,
7B68,2020-12-07,1.89,
7B6G,2020-12-07,1.937,
7B6I,2020-12-07,2.069,
7B6J,2020-12-07,2.09,
7B6K,2020-12-07,1.838,
7B6L,2020-12-07,2.08,
7B6M,2020-12-07,1.67,
7B6N,2020-12-07,1.79,
7B6O,2020-12-08,1.86,
7B6P,2020-12-08,1.68,
7B6Q,2020-12-08,1.82,
7B9E,2020-12-14,2.12,
7B9W,2020-12-14,1.82,
7BC4,2020-12-18,3.1,
7BC5,2020-12-18,3.1,
7BP1,2020-03-21,1.97,
7BPC,2020-03-22,2.45,
7BQJ,2020-03-24,1.98,
7BQK,2020-03-24,1.99,
7BQL,2020-03-24,2.396,
7BQO,2020-03-25,1.53,
7BQP,2020-03-25,1.33,
7BVD,2020-04-10,1.7,
7BZV,2020-04-28,1.988,
7C1H,2020-05-04,2.3,
7C1K,2020-05-04,2.755,
7C1L,2020-05-05,1.85,
7C1P,2020-05-05,2.6,
7C1R,2020-05-05,1.698,
7C1S,2020-05-05,2.586,
7C1U,2020-05-05,1.4,
7C8M,2020-06-03,3.5,
7C8N,2020-06-03,1.5,
7C8O,2020-06-03,1.84,
7CBB,2020-06-11,2.6,
7CEO,2020-06-24,2.43,
7CEP,2020-06-24,2.05,
7CEQ,2020-06-24,2.0,
7CER,2020-06-24,2.3,
7CES,2020-06-24,2.2,
7CET,2020-06-24,2.64,
7CEU,2020-06-24,2.9,
7CFU,2020-06-28,2.15,
7CGU,2020-07-02,2.4,
7CJY,2020-07-14,2.2,
7CNV,2020-08-03,2.23,
7CPX,2020-08-08,2.91,
7CPY,2020-08-08,3.6,
7CRN,2020-08-14,2.26,
7CXS,2020-09-02,1.83,
7CXU,2020-09-02,2.19,
7CXV,2020-09-02,2.35,
7D68,2020-09-29,3.0,
7D7O,2020-10-05,1.98,
7DIB,2020-11-18,2.2,
7DJX,2020-11-22,1.98,
7DJY,2020-11-22,2.7,
7DRD,2020-12-28,2.85,
7DRE,2020-12-28,2.54,
7DRY,2020-12-30,1.44,
7DRZ,2020-12-30,1.7,
7DS0,2020-12-30,1.69,
7DS1,2020-12-30,1.58,
7DUQ,2021-01-11,2.5,
7DUR,2021-01-11,3.3,
7DXO,2021-01-19,2.4,
7E22,2021-02-04,2.63,
7E37,2021-02-08,2.09,
7E38,2021-02-08,2.05,
7E42,2021-02-10,,
7E4M,2021-02-14,1.57,
7E4N,2021-02-14,1.94,
7E4O,2021-02-14,2.5,
7E5T,2021-02-20,2.1697752983,
7E5U,2021-02-20,1.62,
7E5V,2021-02-20,1.61,
7E6A,2021-02-22,1.96,
7E6B,2021-02-22,1.84,
7E6C,2021-02-22,1.73,
7E6D,2021-02-22,2.67,
7E6E,2021-02-22,2.28,
7E6F,2021-02-22,2.74,
7ED6,2021-03-15,1.92850331296,
7ED9,2021-03-15,2.01764160944,
7EHG,2021-03-29,1.95,
7EKD,2021-04-05,1.899,
7ETX,2021-05-15,2.1,
7ETY,2021-05-15,2.21,
7F8E,2021-07-02,2.08,
7FC2,2021-07-13,2.0,
7FE0,2021-07-19,2.2,
7FE5,2021-07-19,2.09,
7FH3,2021-07-29,1.8,
7FH4,2021-07-29,1.996,
7FH6,2021-07-29,1.55,
7FH7,2021-07-29,1.42,
7FH8,2021-07-29,1.32,
7FH9,2021-07-29,1.9,
7FHA,2021-07-29,2.0,
7FJG,2021-08-03,2.72,
7JSD,2020-08-14,2.5,
7JTJ,2020-08-17,1.94,
7JUA,2020-08-19,2.35,
7JX1,2020-08-26,1.82,
7JXF,2020-08-27,1.5,
7K5Z,2020-09-17,1.85,
7KPQ,2020-11-12,2.1,
7KPT,2020-11-12,1.91,
7KVW,2020-11-29,2.18,
7KW0,2020-11-29,1.9,
7KW2,2020-11-29,2.0,
7KW3,2020-11-29,2.3,
7L2A,2020-12-16,1.85,
7L2Z,2020-12-17,3.4,
7L32,2020-12-17,1.9,
7LL8,2021-02-03,2.31,
7LL9,2021-02-03,2.9,
7LLD,2021-02-03,1.4,
7LM0,2021-02-04,2.09,
7LXP,2021-03-04,1.4,
7LXQ,2021-03-04,1.3,
7LY4,2021-03-05,3.8,
7LY7,2021-03-05,3.8,
7M4S,2021-03-22,2.493,
7MSK,2021-05-11,2.06,
7MSP,2021-05-11,2.1,
7N2T,2021-05-29,1.55,
7N2Y,2021-05-30,2.08,
7N2Z,2021-05-30,1.29,
7N79,2021-06-09,1.98,
7NC1,2021-01-28,2.6,
7NC2,2021-01-28,1.7,
7NC3,2021-01-28,1.65,
7NC5,2021-01-28,1.95,
7NC6,2021-01-28,2.1,
7NC8,2021-01-28,2.2,
7NC9,2021-01-28,2.55,
7NCB,2021-01-28,1.85,
7NCD,2021-01-28,2.05,
7NCE,2021-01-28,2.0,
7NCL,2021-01-29,2.0,
7NCM,2021-01-29,1.7,
7NCN,2021-01-29,1.9,
7NCO,2021-01-29,1.7,
7NCP,2021-01-29,2.05,
7NCT,2021-01-29,2.65,
7NCU,2021-01-29,1.5,
7NXG,2021-03-18,1.95,
7O1D,2021-03-29,1.8,
7OC4,2021-04-26,2.03,
7OC5,2021-04-26,2.01,
7OC6,2021-04-26,2.01,
7OV7,2021-06-14,1.8,
7OW9,2021-06-17,1.8,
7OWB,2021-06-17,2.45,
7OY1,2021-06-23,2.39,
7PD7,2021-08-04,1.96,
7PG7,2021-08-13,1.51,
7PGA,2021-08-13,2.77,
7PGJ,2021-08-14,2.13,
7PHD,2021-08-17,1.53,
7PHE,2021-08-17,2.32,
7PHF,2021-08-17,2.21,
7Q4F,2021-10-30,2.15,
7Q4G,2021-10-30,1.82,
7Q9E,2021-11-12,1.7,
7QCW,2021-11-25,2.81,
7QTD,2022-01-14,1.75,
7QTE,2022-01-14,1.81,
7QTF,2022-01-14,1.55,
7QTG,2022-01-14,2.695,
7QUJ,2022-01-18,1.85,
7QV0,2022-01-19,2.49,
7QZJ,2022-01-31,1.55,
7R9X,2021-06-29,2.14,
7RF9,2021-07-13,1.926,
7RFA,2021-07-14,,
7RGB,2021-07-14,2.5,
7RK0,2021-07-21,2.28,
7RNP,2021-07-29,2.25,
7RNQ,2021-07-29,2.102,
7ROF,2021-07-30,2.39,
7RTY,2021-08-16,1.963,
7S2X,2021-09-04,2.85,
7S3J,2021-09-07,1.94,
7S3T,2021-09-08,1.4,
7S5L,2021-09-10,1.58,
7S6B,2021-09-13,2.35,
7S6C,2021-09-13,3.1,
7S6D,2021-09-13,3.1,
7SCP,2021-09-28,1.99,
7SU4,2021-11-16,1.78,
7SU6,2021-11-16,2.15,
7SU7,2021-11-16,2.09,
7SU8,2021-11-16,2.65,
7SZE,2021-11-27,1.74,
7SZF,2021-11-27,1.79,
7SZG,2021-11-27,2.69,
7SZH,2021-11-27,1.79,
7TCR,2021-12-28,2.62,
7TCU,2021-12-28,2.31,
7TCW,2021-12-28,2.67,
7TCX,2021-12-28,2.21,
7TE8,2022-01-04,1.998,
7TFD,2022-01-06,3.16,
7TFE,2022-01-06,2.85,
7TWA,2022-02-07,1.7,
7TYB,2022-02-11,2.11,
7TZ4,2022-02-15,1.69,
7TZP,2022-02-16,2.6,
7U5S,2022-03-02,4.16,
7U5T,2022-03-02,3.43,
7U5U,2022-03-02,3.16,
7U6H,2022-03-04,2.0,
7U6I,2022-03-04,2.05,
7U6J,2022-03-04,1.9,
7UK4,2022-03-31,1.94,
7ULB,2022-04-04,2.49,
7ULG,2022-04-04,1.57,
7ULQ,2022-04-05,2.2,
7ULR,2022-04-05,1.8,
7ULS,2022-04-05,1.8,
7UQL,2022-04-19,1.9,
7UQM,2022-04-19,1.8,
7UQN,2022-04-19,1.7,
7UQO,2022-04-19,1.75,
7UWR,2022-05-03,2.61,
7V1Q,2021-08-05,1.58,
7V1R,2021-08-05,2.81,
7VIL,2021-09-27,,
7VO4,2021-10-12,2.1,
7VO5,2021-10-12,2.4,
7VOB,2021-10-13,2.09224113188,
7VSU,2021-10-27,3.1,
7VSW,2021-10-27,3.0,
7VUC,2021-11-02,1.4,
7VUR,2021-11-04,1.7,
7VUT,2021-11-04,1.7,
7W5E,2021-11-30,1.65,
7W85,2021-12-07,2.94,
7WCC,2021-12-19,1.5,
7WGH,2021-12-28,2.36,
7WGI,2021-12-28,2.5,
7WIY,2022-01-05,3.09,
7WJ6,2022-01-05,2.55,
7WJ7,2022-01-05,2.55,
7WKC,2022-01-08,,
7WKQ,2022-01-10,2.89,
7WUP,2022-02-09,2.3,
7WUW,2022-02-09,1.75,
7WUX,2022-02-09,1.8,
7WUY,2022-02-09,1.84,
7WVS,2022-02-11,2.35,
7WW0,2022-02-12,1.85,
7WWF,2022-02-12,2.27,
7WZV,2022-02-19,1.89931293521,
7WZX,2022-02-19,1.98001304567,
7X0B,2022-02-21,2.02027524648,
7X0E,2022-02-22,2.1,
7X0F,2022-02-22,2.2,
7X17,2022-02-23,2.5,
7X2N,2022-02-25,1.72,
7X2S,2022-02-26,1.92,
7X2X,2022-02-26,1.58,
7X36,2022-02-28,1.92,
7X4L,2022-03-02,2.59,
7X4R,2022-03-03,2.6,
7X4Y,2022-03-03,1.9,
7X51,2022-03-03,2.0,
7X52,2022-03-03,1.9,
7XBS,2022-03-22,1.64,
7XBT,2022-03-22,1.84,
7XBU,2022-03-22,2.35,
7XBV,2022-03-22,1.94,
7XDQ,2022-03-28,2.83,
7XDR,2022-03-28,2.4,
7XEJ,2022-03-31,1.74,
7XEK,2022-03-31,1.88,
7XEL,2022-03-31,1.8,
7XEN,2022-03-31,2.47,
7XEP,2022-03-31,1.78,
7XEQ,2022-03-31,2.9,
7XES,2022-03-31,3.0,
7XET,2022-03-31,2.3,
7XKX,2022-04-20,2.57,
7XMU,2022-04-26,2.3,
7XMV,2022-04-27,2.6,
7XN3,2022-04-27,2.9,
7XND,2022-04-28,1.6,
7XQ4,2022-05-06,1.58,
7XQM,2022-05-08,2.71,
7XQN,2022-05-08,1.98,
7XQZ,2022-05-09,2.0,
7XR7,2022-05-09,1.63,
7XRA,2022-05-09,1.95,
7XRU,2022-05-11,2.5,
7XSI,2022-05-14,2.7,
7Y3H,2022-06-10,1.97,
7Y50,2022-06-16,2.0,
7Y87,2022-06-23,2.3,
7Y88,2022-06-23,1.87,
7YB3,2022-06-28,1.8,
7YGF,2022-07-11,2.08,
7YKC,2022-07-22,3.3,
7YNU,2022-08-01,1.44,
7YNV,2022-08-01,1.39,
7YQM,2022-08-08,2.89,
7YQN,2022-08-08,1.6,
7YUA,2022-08-16,2.5,
7YV0,2022-08-18,2.34,
7YVV,2022-08-19,2.1,
7YWC,2022-02-12,1.917,
7ZM9,2022-04-19,1.62,
7ZMA,2022-04-19,2.9,
7ZMC,2022-04-19,3.1,
7ZMD,2022-04-19,2.93,
7ZMF,2022-04-19,2.21,
7ZP5,2022-04-26,1.54,
7ZP6,2022-04-26,1.9,
7ZP7,2022-04-26,1.7,
7ZSK,2022-05-07,6.8,
8A0C,2022-05-27,2.9,
8A0M,2022-05-29,3.6,
8A6U,2022-06-20,1.65,
8A6V,2022-06-20,1.9,
8A6Z,2022-06-20,2.4,
8A70,2022-06-20,2.1,
8A73,2022-06-20,1.6,
8A74,2022-06-20,1.9,
8A78,2022-06-20,1.6,
8A7A,2022-06-20,1.6,
8A7B,2022-06-20,1.65,
8A7C,2022-06-20,1.2,
8A7J,2022-06-21,1.2,
8A7K,2022-06-21,1.3,
8A7L,2022-06-21,1.85,
8A7R,2022-06-21,2.0,
8A7U,2022-06-21,1.55,
8A82,2022-06-21,2.05,
8A8E,2022-06-22,2.9,
8AHQ,2022-07-22,2.1,
8AHZ,2022-07-25,1.7,
8AJA,2022-07-27,2.59,
8AJL,2022-07-28,2.77,
8AW4,2022-08-29,2.21,
8AYB,2022-09-02,1.8,
8AYD,2022-09-02,2.8,
8BCM,2022-10-17,2.15,
8BP0,2022-11-15,2.621,
8BP1,2022-11-15,1.72,
8BTM,2022-11-29,1.4,
8BY8,2022-12-12,2.5,
8BYK,2022-12-13,1.7,
8BYR,2022-12-21,2.53,
8C0T,2022-12-19,1.28,
8C3W,2022-12-29,1.6,
8CAR,2023-01-24,2.68,
8CAV,2023-01-24,2.87,
8CG4,2023-02-03,2.6,
8CG5,2023-02-03,2.7,
8CG6,2023-02-03,3.4,
8CJH,2023-02-13,2.982,
8COP,2023-02-28,1.8,
8COQ,2023-02-28,1.7,
8COW,2023-03-01,1.6,
8COX,2023-03-01,2.1,
8CQ8,2023-03-04,1.8,
8CQ9,2023-03-04,1.75,
8CQA,2023-03-04,2.0,
8CUY,2022-05-17,2.4,
8CUZ,2022-05-17,3.0,
8CV0,2022-05-17,3.1,
8CV1,2022-05-17,2.6,
8CWX,2022-05-19,,
8CXL,2022-05-21,1.98,
8CZC,2022-05-24,2.86,
8D8S,2022-06-08,1.388,
8DAJ,2022-06-13,1.2,
8DEB,2022-06-20,1.94,
8DL5,2022-07-06,2.1,
8E2U,2022-08-16,3.48,
8E4A,2022-08-17,2.034,
8EAY,2022-08-30,3.33,
8EBP,2022-08-31,3.38,
8EGY,2022-09-13,2.05,
8EGZ,2022-09-13,1.9,
8EH0,2022-09-13,1.7,
8EH1,2022-09-13,2.0,
8EO9,2022-10-02,,
8EQW,2022-10-10,1.76,
8ERB,2022-10-11,1.98,
8ERJ,2022-10-12,2.16,
8ES6,2022-10-13,1.9,
8F7F,2022-11-18,1.62,
8F7G,2022-11-18,2.4,
8F7H,2022-11-18,1.93,
8F7I,2022-11-18,1.58,
8FBC,2022-11-29,1.53,
8FBZ,2022-11-30,1.59,
8FFT,2022-12-10,2.1,
8FFU,2022-12-10,2.04,
8FHJ,2022-12-14,2.61,
8FTR,2023-01-13,2.13,
8FTS,2023-01-13,2.2,
8FTV,2023-01-13,2.04,
8FX6,2023-01-24,2.2,
8FX7,2023-01-24,2.2,
8G3I,2023-02-08,3.02,
8G3J,2023-02-08,2.1,
8G4U,2023-02-10,2.9,
8G5S,2023-02-14,1.5,
8G5T,2023-02-14,1.846,
8G5U,2023-02-14,1.804,
8G7W,2023-02-17,3.4,
8G8K,2023-02-18,1.54,
8GS1,2022-09-04,2.7,
8GSA,2022-09-05,,
8GSM,2022-09-06,2.88,
8GX4,2022-09-18,1.97007775894,
8GY0,2022-09-21,1.988,
8GYH,2022-09-22,1.8,
8GYI,2022-09-22,1.93,
8GYJ,2022-09-22,1.82,
8GZI,2022-09-27,2.12209677016,
8H2C,2022-10-05,2.9,
8H4H,2022-10-10,2.3,
8H4J,2022-10-10,2.0,
8H4Q,2022-10-11,2.22,
8H4Z,2022-10-11,2.2,
8H50,2022-10-11,2.9,
8H52,2022-10-11,3.1,
8H8I,2022-10-22,2.03,
8HAR,2022-10-26,2.12,
8HBT,2022-10-31,1.96,
8HCI,2022-11-01,3.399,
8HCZ,2022-11-03,1.48,
8HD2,2022-11-03,1.6,
8HD4,2022-11-03,2.68,
8HDF,2022-11-04,2.24,
8HHI,2022-11-16,1.4,
8HK0,2022-11-24,2.29,
8HYR,2023-01-07,2.55,
8HZV,2023-01-09,2.33001676063,
8HZY,2023-01-10,2.03978804974,
8I1M,2023-01-13,1.699,
8I1N,2023-01-13,2.8,
8I1O,2023-01-13,2.4,
8I29,2023-01-14,2.72,
8I55,2023-01-24,1.99,
8I56,2023-01-24,2.84,
8I57,2023-01-24,2.81,
8I58,2023-01-24,3.09,
8I5Z,2023-01-26,2.65,
8IF7,2023-02-17,2.2,
8IH6,2023-02-22,2.519,
8IH7,2023-02-22,2.48,
8IHG,2023-02-22,2.858,
8IL0,2023-03-01,2.81,
8ILA,2023-03-03,2.79,
8IS2,2023-03-20,1.32,
8IYU,2023-04-06,2.1,
8J0A,2023-04-10,3.0,
8J3G,2023-04-16,2.3,
8J3I,2023-04-16,2.39,
8J59,2023-04-21,1.55,
8JF9,2023-05-17,1.9,
8JFA,2023-05-17,2.55,
8JFG,2023-05-18,2.83,
8JFH,2023-05-18,1.8,
8JFI,2023-05-18,2.38,
8JFJ,2023-05-18,1.8,
8JFM,2023-05-18,2.21,
8JFN,2023-05-18,2.41,
8JG2,2023-05-19,1.64,
8JG3,2023-05-19,2.0,
8JG7,2023-05-19,2.85,
8JMQ,2023-06-05,2.0,
8JMR,2023-06-05,2.2,
8JON,2023-06-07,2.51,
8K04,2023-07-07,2.72,
8K0A,2023-07-07,3.12,
8K1X,2023-07-11,2.27,
8KI5,2023-08-22,2.01,
8KIH,2023-08-23,2.0,
8ODW,2023-03-09,3.07,
8OOM,2023-04-05,1.82,
8OSV,2023-04-20,1.28,
8OSZ,2023-04-20,1.26,
8OT2,2023-04-20,1.77,
8P23,2023-05-14,3.17,
8P27,2023-05-15,2.73,
8P2C,2023-05-15,2.59,
8P2D,2023-05-15,2.59,
8P2S,2023-05-16,2.4,
8P37,2023-05-17,1.219,
8P39,2023-05-17,2.58,
8P4Q,2023-05-23,1.88,
8P5O,2023-05-24,2.6,
8PR9,2023-07-12,2.35,
8PRA,2023-07-12,2.05,
8PRB,2023-07-12,1.8,
8PRC,2023-07-12,2.35,
8PRD,2023-07-12,1.41,
8PRE,2023-07-12,3.1,
8PRF,2023-07-12,2.8,
8PRG,2023-07-12,2.35,
8PRH,2023-07-12,1.6,
8PRI,2023-07-12,2.1,
8PRJ,2023-07-12,1.4,
8PRL,2023-07-12,2.65,
8PRM,2023-07-12,2.2,
8PRO,2023-07-12,1.7,
8PRP,2023-07-12,2.82,
8PRQ,2023-07-12,1.46,
8PRR,2023-07-12,1.32,
8PRS,2023-07-12,1.75,
8PRT,2023-07-12,1.65,
8PT4,2023-07-13,3.33,
8PVG,2023-07-17,3.4,
8QHE,2023-09-07,1.6,
8QIJ,2023-09-12,2.073,
8QNF,2023-09-26,1.65,
8QOY,2023-09-29,3.0,
8QPY,2023-10-03,,
8QRX,2023-10-09,,
8QSX,2023-10-11,,
8QWD,2023-10-19,3.33,
8QWE,2023-10-19,3.14,
8QWF,2023-10-19,3.08,
8QWJ,2023-10-19,1.5,
8QZU,2023-10-30,1.18,
8R20,2023-11-02,2.1,
8R2B,2023-11-03,1.8,
8R2E,2023-11-04,2.0,
8R2J,2023-11-06,2.4,
8RA0,2023-11-30,1.89,
8RZ6,2024-02-12,2.3,
8SAM,2023-04-01,2.15,
8SAO,2023-04-01,2.502,
8SAP,2023-04-01,2.52,
8SKJ,2023-04-19,2.01,
8SMS,2023-04-26,1.93,
8STB,2023-05-09,2.22,
8SUE,2023-05-12,3.5,
8SW5,2023-05-17,2.39,
8SW6,2023-05-17,1.76,
8T19,2023-06-02,1.23,
8T7J,2023-06-20,2.4,
8TB1,2023-06-28,,
8TJI,2023-07-22,1.73,
8TJJ,2023-07-22,1.82,
8TJK,2023-07-22,1.85,
8TJP,2023-07-23,3.71,
8TKO,2023-07-25,3.05,
8TN2,2023-08-01,1.75,
8TN3,2023-08-01,1.63,
8TPW,2023-08-05,3.46,
8TPX,2023-08-05,3.4,
8TQG,2023-08-07,2.2,
8TQV,2023-08-08,2.0,
8TR4,2023-08-09,2.1,
8TRY,2023-08-10,2.35,
8TW0,2023-08-18,1.53,
8TXY,2023-08-24,2.1,
8U05,2023-08-28,1.62,
8U06,2023-08-28,1.6,
8U07,2023-08-28,1.63,
8U7J,2023-09-15,3.02,
8U9E,2023-09-19,3.02,
8UZ2,2023-11-14,3.18,
8V1X,2023-11-21,1.84,
8VAD,2023-12-11,1.45,
8W6Z,2023-08-30,2.2,
8W72,2023-08-30,3.25,
8WD5,2023-09-14,2.8,
8WGI,2023-09-21,,
8WGJ,2023-09-21,,
8WU6,2023-10-20,1.81,
8WU7,2023-10-20,2.09,
8WVR,2023-10-24,2.05,
8WWW,2023-10-27,2.78,
8X0U,2023-11-06,2.65,
8X0V,2023-11-06,2.4,
8X1W,2023-11-09,2.1,
8X3E,2023-11-13,2.5,
8X3X,2023-11-14,2.15,
8X3Y,2023-11-14,2.15,
8X3Z,2023-11-14,2.75,
8XBO,2023-12-06,2.53,
8XBQ,2023-12-06,2.05,
8XBR,2023-12-06,1.92,
8XOD,2024-01-01,2.75,
8XTE,2024-01-10,1.99,
8XTF,2024-01-10,2.13,
8XTG,2024-01-10,2.0,
8Y54,2024-01-31,1.78,
8YL9,2024-03-05,2.75,
8YLA,2024-03-05,1.3,
8YLZ,2024-03-07,1.6,
8YT4,2024-03-24,1.42,
8YZN,2024-04-07,1.799,
8YZO,2024-04-07,1.769,
8Z5C,2024-04-18,1.85,
8Z5D,2024-04-18,2.5,
8Z5E,2024-04-18,2.2,
8Z5F,2024-04-18,1.95,
8ZQA,2024-06-01,2.91,
8ZTP,2024-06-07,3.2,
8ZTQ,2024-06-07,2.889,
9AZA,2024-03-10,2.84,
9AZB,2024-03-11,2.9,
9B0C,2024-03-11,1.66,
9B6C,2024-03-25,3.35,
9BE3,2024-04-13,2.9,
9BE4,2024-04-13,3.0,
9BFG,2024-04-17,2.18,
9BHN,2024-04-21,,
9BYU,2024-05-24,1.75,
9CEN,2024-06-26,1.8,
9CJX,2024-07-08,,
9DK2,2024-09-07,2.5,
9DK3,2024-09-07,2.3,
9F48,2024-04-26,3.4,
9FCK,2024-05-15,3.8,
9FMH,2024-06-06,0.9,
9FMI,2024-06-06,0.9,
9FMJ,2024-06-06,0.95,
9FMK,2024-06-06,1.01,
9JA1,2024-08-23,2.98,
9JVA,2024-10-08,2.08,
9JWC,2024-10-10,2.08,
9K71,2024-10-23,2.28,
9KAU,2024-10-29,1.88,
1OQM,2003-03-10,2.1,
1RF8,2003-11-07,,
1Y13,2004-11-17,2.2,
1Z5Y,2005-03-21,1.94,
1ZM2,2005-05-10,3.07,
1ZM3,2005-05-10,3.07,
1ZM4,2005-05-10,2.9,
1ZM9,2005-05-10,2.8,
1ZUD,2005-05-30,1.98,
2A0S,2005-06-16,2.2,
2E4G,2006-12-07,2.08,
2EY4,2005-11-09,2.11,
2FHS,2005-12-27,2.7,
2H84,2006-06-06,2.9,
2O9Z,2006-12-14,2.494,
2OA1,2006-12-14,2.15,
2OAL,2006-12-16,2.1,
2OAM,2006-12-16,2.3,
2ZIT,2008-02-24,3.0,
3B78,2007-10-30,2.5,
3B82,2007-10-31,2.35,
3B8H,2007-11-01,2.5,
3BM5,2007-12-12,2.4,
3D2O,2008-05-08,2.04,
3F4N,2008-11-01,2.402,
3FEM,2008-11-30,3.02,
3FPE,2009-01-05,1.7,
3FPF,2009-01-05,1.66,
3FPG,2009-01-05,2.0,
3FPH,2009-01-05,1.8,
3FPJ,2009-01-05,1.8,
3ORQ,2010-09-07,2.23,
3ORR,2010-09-07,2.23,
3ORS,2010-09-07,1.45,
3R74,2011-03-22,2.9,
3R75,2011-03-22,2.1,
3R76,2011-03-22,2.6,
4F7W,2012-05-16,2.1,
4KEH,2013-04-25,1.901,
4KQO,2013-05-15,2.31,
4KQQ,2013-05-15,2.1,
4KQR,2013-05-15,2.01,
4N6E,2013-10-11,2.6,
4ZJB,2015-04-29,2.55,
5EIN,2015-10-30,1.7,
5EIO,2015-10-30,1.8,
5K95,2016-05-31,2.77,
5K9G,2016-05-31,1.9,
5W6Y,2017-06-18,1.995,
6P2I,2019-05-21,1.63,
6PBM,2019-06-14,1.57,
6PPW,2019-07-08,1.85,
6PPX,2019-07-08,1.85,
6PPY,2019-07-08,2.0,
6PPZ,2019-07-08,2.4,
6XGS,2020-06-18,2.2,
7FE6,2021-07-19,2.5,
7K34,2020-09-10,1.66,
7KH2,2020-10-19,2.05,
7KZ3,2020-12-09,1.55,
7KZ5,2020-12-10,1.6,
7KZ6,2020-12-10,1.65,
7KZD,2020-12-10,1.9,
7LVO,2021-02-26,2.0,
7LVP,2021-02-26,2.24,
7LY5,2021-03-05,2.5,
7M0O,2021-03-11,1.62,
7RC6,2021-07-07,1.71,
7TF6,2022-01-06,2.15,
7TF7,2022-01-06,2.13,
7TF9,2022-01-06,2.61,
7TFA,2022-01-06,2.07,
7TFB,2022-01-06,2.28,
7TFC,2022-01-06,1.96,
7VUS,2021-11-04,1.7,
7VUU,2021-11-04,1.95,
8EPY,2022-10-06,,
8EWU,2022-10-24,1.45,
1RRZ,2003-12-09,,
1WU2,2004-11-30,2.3,
1ZN0,2005-05-11,15.5,
2FU3,2006-01-25,2.7,
2HQT,2006-07-19,1.9,
2HVY,2006-07-31,2.3,
2ZU0,2008-10-11,2.2,
3HAX,2009-05-03,2.11,
3HAY,2009-05-03,4.99,
3IE5,2009-07-22,1.688,
4PD0,2014-04-17,1.7,
4TK1,2014-05-25,2.7,
4TK2,2014-05-25,4.1,
4TK3,2014-05-25,2.7,
4TK4,2014-05-25,3.601,
6DG5,2018-05-16,2.516,
6NDZ,2018-12-14,2.264,
6NE1,2018-12-15,3.011,
6NE2,2018-12-15,1.299,
6NE4,2018-12-16,1.648,
7M7E,2021-03-28,3.2,
7M7F,2021-03-28,3.2,
7M7G,2021-03-28,4.1,
7M7H,2021-03-28,4.1,
7M7I,2021-03-28,3.4,
7M7J,2021-03-28,4.3,
8TJN,2023-07-23,3.73,
8TJO,2023-07-23,3.61,
8EE0,2022-09-06,2.65,
8EE1,2022-09-06,2.7,
